split,recent_log_lag_steps,n_pair_seed_cases,mean_old_absolute_error,mean_recent_absolute_error,mean_error_reduction_old_minus_recent,fraction_recent_lower_error,mean_old_median_relative_ess,mean_recent_median_relative_ess,mean_relative_ess_gain
test,60,9,0.0058664888455345083,0.0016422771601418086,0.0042242116853926995,0.88888888888888884,0.12736640252170525,0.95889587678046462,0.83152947425875934
test,overall,9,0.0058664888455345083,0.0016422771601418086,0.0042242116853926995,0.88888888888888884,0.12736640252170525,0.95889587678046462,0.83152947425875934
